Name,X,Y,Z,ScaleX,ScaleY,ScaleZ,Rotation,ELEV1,ELEV2,DELEV
POINTVOL,350.0,125.0,968.0566666666825,25.0,25.0,25.0,0.0,968.0567,970.5567,-2.5
POINTVOL,350.0,150.0,967.4433333333426,25.0,25.0,25.0,0.0,967.4433,967.811,-0.3676
POINTVOL,350.0,175.0,963.9533333333835,25.0,25.0,25.0,0.0,963.9533,963.9533,0.0
POINTVOL,350.0,200.0,962.1727331893643,25.0,25.0,25.0,0.0,962.1727,962.1727,0.0
POINTVOL,350.0,225.0,959.0273918816811,25.0,25.0,25.0,0.0,959.0274,959.0274,0.0
POINTVOL,350.0,250.0,959.323333333285,25.0,25.0,25.0,0.0,959.3233,959.3233,-0.0
POINTVOL,350.0,275.0,958.0316666667092,25.0,25.0,25.0,0.0,958.0317,958.0317,0.0
POINTVOL,350.0,300.0,956.8666666667299,25.0,25.0,25.0,0.0,956.8667,956.8667,0.0
POINTVOL,350.0,325.0,953.7966508072177,25.0,25.0,25.0,0.0,953.7967,953.7967,0.0
POINTVOL,350.0,350.0,949.8231344509477,25.0,25.0,25.0,0.0,949.8231,949.8231,0.0
POINTVOL,375.0,0.0,959.9811453938212,25.0,25.0,25.0,0.0,959.9811,959.9811,0.0
POINTVOL,375.0,25.0,966.1448838357686,25.0,25.0,25.0,0.0,966.1449,966.1449,0.0
POINTVOL,375.0,50.0,968.839480288105,25.0,25.0,25.0,0.0,968.8395,969.8869,-1.0474
POINTVOL,375.0,75.0,969.2395833333266,25.0,25.0,25.0,0.0,969.2396,971.6503,-2.4107
POINTVOL,375.0,100.0,969.1000000000099,25.0,25.0,25.0,0.0,969.1,972.9917,-3.8917
POINTVOL,375.0,125.0,968.5966666666784,25.0,25.0,25.0,0.0,968.5967,972.2673,-3.6707
POINTVOL,375.0,150.0,968.0633333333453,25.0,25.0,25.0,0.0,968.0633,970.1676,-2.1043
POINTVOL,375.0,175.0,966.5633333333989,25.0,25.0,25.0,0.0,966.5633,966.5633,0.0
POINTVOL,375.0,200.0,962.2220833334193,25.0,25.0,25.0,0.0,962.2221,962.2221,0.0
POINTVOL,375.0,225.0,957.3697081021954,25.0,25.0,25.0,0.0,957.3697,957.3697,0.0
POINTVOL,375.0,250.0,953.4942911316382,25.0,25.0,25.0,0.0,953.4943,953.4943,0.0
POINTVOL,375.0,275.0,953.2826349335818,25.0,25.0,25.0,0.0,953.2826,953.2826,0.0
POINTVOL,375.0,300.0,951.97972232697,25.0,25.0,25.0,0.0,951.9797,951.9797,0.0
POINTVOL,375.0,325.0,947.2882778249549,25.0,25.0,25.0,0.0,947.2883,947.2883,0.0
POINTVOL,375.0,350.0,950.5333333333607,25.0,25.0,25.0,0.0,950.5333,950.5333,-0.0
POINTVOL,400.0,0.0,959.7736517079023,25.0,25.0,25.0,0.0,959.7737,959.7737,0.0
POINTVOL,400.0,25.0,965.8819177692119,25.0,25.0,25.0,0.0,965.8819,965.8819,0.0
POINTVOL,400.0,50.0,969.1999999999923,25.0,25.0,25.0,0.0,969.2,969.3731,-0.1731
POINTVOL,400.0,75.0,969.6999999999947,25.0,25.0,25.0,0.0,969.7,972.022,-2.322
POINTVOL,400.0,100.0,969.6000000000093,25.0,25.0,25.0,0.0,969.6,974.1,-4.5
POINTVOL,400.0,125.0,969.1000000000076,25.0,25.0,25.0,0.0,969.1,973.332,-4.232
POINTVOL,400.0,150.0,968.6000000000076,25.0,25.0,25.0,0.0,968.6,970.9443,-2.3443
POINTVOL,400.0,175.0,966.5800000000609,25.0,25.0,25.0,0.0,966.58,966.58,0.0
POINTVOL,400.0,200.0,962.8987500000543,25.0,25.0,25.0,0.0,962.8988,962.8988,0.0
POINTVOL,400.0,225.0,959.6414285714491,25.0,25.0,25.0,0.0,959.6414,959.6414,0.0
POINTVOL,400.0,250.0,957.0200000000204,25.0,25.0,25.0,0.0,957.02,957.02,-0.0
POINTVOL,400.0,275.0,950.0846243799234,25.0,25.0,25.0,0.0,950.0846,950.0846,0.0
POINTVOL,400.0,300.0,949.9999999999637,25.0,25.0,25.0,0.0,950.0,950.0,-0.0
POINTVOL,400.0,325.0,949.6000000000213,25.0,25.0,25.0,0.0,949.6,949.6,0.0
